Order ID,Order Date,Product Category,Product Name,Region,Sales,Profit,Quantity,Customer Segment
CA-2024-100029,2024-12-21,Office Supplies,Desktop Stapler,East,33.32,7.31,1,Home Office
CA-2024-101075,2024-12-21,Office Supplies,Stainless Steel Scissors,West,46.5,12.43,5,Consumer
CA-2025-100410,2024-12-21,Office Supplies,Stainless Steel Scissors,South,37.77,9.38,4,Consumer
CA-2024-100127,2024-12-22,Furniture,Leather Executive Sofa,West,3074.2,290.19,2,Home Office
CA-2024-100646,2024-12-22,Office Supplies,Stainless Steel Scissors,West,9.89,2.33,1,Corporate
CA-2025-101008,2024-12-23,Technology,HP EliteBook Laptop,East,8922.62,2138.23,6,Consumer
CA-2024-100068,2024-12-24,Furniture,Adjustable Side Table,West,671.52,-14.01,5,Home Office
CA-2025-100983,2024-12-24,Office Supplies,Desktop Stapler,East,216.75,45.9,7,Home Office
CA-2024-100076,2024-12-26,Office Supplies,Premium Printer Paper (Ream),South,78.58,10.24,3,Corporate
CA-2024-100547,2024-12-26,Office Supplies,Multi-color Sticky Notes (5-pack),North,52.76,11.32,4,Corporate
CA-2025-100517,2024-12-26,Office Supplies,Heavy Duty 3-Ring Binder,North,69.57,13.32,3,Corporate
CA-2025-100218,2024-12-27,Office Supplies,Desktop Stapler,West,67.48,13.7,2,Consumer
CA-2025-100350,2024-12-28,Office Supplies,Stainless Steel Scissors,East,67.64,15.72,7,Corporate
CA-2025-100113,2024-12-28,Furniture,Leather Executive Sofa,North,6466.85,593.5,4,Corporate
CA-2025-100154,2024-12-29,Technology,HP EliteBook Laptop,North,1462.45,307.42,1,Home Office
CA-2025-100359,2024-12-29,Furniture,Solid Wood Coffee Table,East,2529.27,183.05,8,Home Office
CA-2024-100784,2024-12-29,Furniture,5-Shelf Bookshelf,West,1461.17,-77.07,6,Consumer
CA-2025-100955,2024-12-30,Office Supplies,Stainless Steel Scissors,South,61.14,16.17,6,Corporate
CA-2025-100530,2024-12-31,Office Supplies,Multi-color Sticky Notes (5-pack),East,98.84,22.2,7,Corporate
CA-2024-100016,2025-01-01,Technology,Anker USB-C Hub,East,147.42,40.73,3,Home Office
CA-2025-100806,2025-01-01,Office Supplies,Gel Pens (12-pack),North,22.85,5.21,2,Consumer
CA-2025-101182,2025-01-01,Office Supplies,Stainless Steel Scissors,East,13.4,3.35,2,Corporate
CA-2025-100207,2025-01-02,Technology,HP EliteBook Laptop,West,3626.53,727.65,4,Corporate
CA-2024-100366,2025-01-02,Furniture,5-Shelf Bookshelf,West,1024.17,-53.01,6,Consumer
CA-2025-100964,2025-01-03,Office Supplies,Multi-color Sticky Notes (5-pack),South,26.89,6.58,3,Home Office
CA-2025-100725,2025-01-03,Furniture,Ergonomic Office Chair,South,569.82,27.19,2,Corporate
CA-2025-101183,2025-01-04,Furniture,5-Shelf Bookshelf,South,1160.07,-62.38,7,Consumer
CA-2025-100616,2025-01-04,Furniture,Adjustable Side Table,West,720.71,-13.11,8,Corporate
CA-2025-100224,2025-01-05,Office Supplies,Premium Printer Paper (Ream),North,101.39,15.2,6,Corporate
CA-2024-100486,2025-01-05,Furniture,Leather Executive Sofa,East,6990.6,727.52,7,Consumer
CA-2024-100082,2025-01-05,Office Supplies,Gel Pens (12-pack),West,11.25,2.87,1,Consumer
CA-2024-100069,2025-01-06,Furniture,Standing Desk,North,1306.57,24.53,3,Consumer
CA-2024-100446,2025-01-06,Furniture,5-Shelf Bookshelf,West,1302.84,-59.71,7,Consumer
CA-2024-100019,2025-01-07,Furniture,Ergonomic Office Chair,North,1442.68,75.75,5,Consumer
CA-2024-100067,2025-01-07,Furniture,5-Shelf Bookshelf,South,180.92,-9.45,1,Home Office
CA-2025-100645,2025-01-08,Technology,Logitech MX Master 3 Mouse,North,731.75,293.47,6,Home Office
CA-2024-100071,2025-01-11,Office Supplies,Multi-color Sticky Notes (5-pack),South,69.39,16.72,7,Corporate
CA-2024-100942,2025-01-12,Technology,Apple iPad Air,East,4044.56,1054.89,6,Home Office
CA-2025-100927,2025-01-13,Technology,Netgear Wireless Router,North,315.49,57.14,2,Corporate
CA-2025-100684,2025-01-13,Furniture,Standing Desk,North,3866.66,78.61,8,Consumer
CA-2025-100080,2025-01-14,Furniture,Leather Executive Sofa,West,6390.34,591.03,6,Corporate
CA-2024-101164,2025-01-15,Technology,Netgear Wireless Router,South,784.99,175.2,5,Home Office
CA-2025-100501,2025-01-15,Technology,Logitech MX Master 3 Mouse,East,661.86,236.34,6,Home Office
CA-2025-100624,2025-01-15,Office Supplies,Desktop Stapler,South,68.42,14.96,3,Consumer
CA-2024-100320,2025-01-17,Office Supplies,Stainless Steel Scissors,East,6.54,1.55,1,Consumer
CA-2025-101083,2025-01-17,Technology,Netgear Wireless Router,West,477.87,81.49,3,Consumer
CA-2025-100500,2025-01-17,Office Supplies,Heavy Duty 3-Ring Binder,West,101.73,20.11,7,Home Office
CA-2024-100773,2025-01-18,Technology,Netgear Wireless Router,South,560.71,109.28,4,Consumer
CA-2025-100103,2025-01-18,Furniture,Leather Executive Sofa,South,3201.7,49.06,3,Home Office
CA-2024-101080,2025-01-18,Office Supplies,Stainless Steel Scissors,West,28.66,6.37,4,Consumer
CA-2024-100519,2025-01-19,Furniture,Ergonomic Office Chair,South,1727.86,84.52,6,Corporate
CA-2025-100563,2025-01-20,Furniture,Leather Executive Sofa,West,8051.45,854.15,8,Home Office
CA-2024-100439,2025-01-20,Furniture,Adjustable Side Table,East,297.73,-5.27,3,Corporate
CA-2024-100392,2025-01-21,Furniture,Adjustable Side Table,West,471.6,-9.24,5,Corporate
CA-2025-100159,2025-01-22,Furniture,Solid Wood Coffee Table,East,877.14,61.2,4,Home Office
CA-2024-100157,2025-01-22,Furniture,Adjustable Side Table,West,685.4,-14.82,7,Home Office
CA-2024-100560,2025-01-23,Technology,Anker USB-C Hub,North,46.5,13.37,1,Consumer
CA-2025-100551,2025-01-23,Furniture,Leather Executive Sofa,North,8135.75,829.23,8,Consumer
CA-2024-100062,2025-01-24,Office Supplies,Stainless Steel Scissors,North,6.88,1.63,1,Corporate
CA-2024-100726,2025-01-25,Furniture,Ergonomic Office Chair,East,278.47,14.03,1,Consumer
CA-2025-101150,2025-01-25,Technology,HP EliteBook Laptop,West,2023.11,499.86,2,Home Office
CA-2024-100441,2025-01-28,Furniture,Adjustable Side Table,North,518.52,-11.64,6,Consumer
CA-2024-100793,2025-01-30,Technology,Anker USB-C Hub,East,99.7,32.31,2,Home Office
CA-2024-100694,2025-01-31,Technology,Anker USB-C Hub,West,244.87,77.3,5,Home Office
CA-2024-100163,2025-01-31,Office Supplies,Desktop Stapler,South,102.96,23.08,5,Consumer
CA-2025-100705,2025-02-01,Furniture,Standing Desk,South,478.58,10.94,1,Home Office
CA-2025-100126,2025-02-02,Technology,Anker USB-C Hub,West,97.52,29.58,2,Home Office
CA-2025-100788,2025-02-02,Technology,Apple iPad Air,South,643.47,163.14,1,Home Office
CA-2025-100531,2025-02-03,Office Supplies,Premium Printer Paper (Ream),West,73.74,12.49,4,Consumer
CA-2025-101130,2025-02-03,Office Supplies,Heavy Duty 3-Ring Binder,North,74.65,14.62,5,Consumer
CA-2024-100909,2025-02-04,Technology,Logitech MX Master 3 Mouse,South,118.81,43.6,1,Corporate
CA-2024-100745,2025-02-04,Technology,Logitech MX Master 3 Mouse,East,366.75,126.96,3,Corporate
CA-2025-100858,2025-02-05,Office Supplies,Stainless Steel Scissors,East,40.05,8.51,6,Consumer
CA-2025-100386,2025-02-06,Office Supplies,Heavy Duty 3-Ring Binder,East,29.56,11.495000000000001,2,Corporate
CA-2024-100833,2025-02-06,Furniture,Standing Desk,North,3794.91,81.02,8,Corporate
CA-2024-101029,2025-02-06,Office Supplies,Stainless Steel Scissors,West,34.95,7.81,5,Consumer
CA-2025-100526,2025-02-07,Technology,Anker USB-C Hub,South,141.54,47.91,3,Home Office
CA-2025-100735,2025-02-07,Technology,Dell XPS 13 Laptop,North,8249.7,245.98,7,Consumer
CA-2025-101071,2025-02-08,Office Supplies,Premium Printer Paper (Ream),South,85.38,12.4,5,Home Office
CA-2025-100852,2025-02-08,Office Supplies,Multi-color Sticky Notes (5-pack),West,75.61,17.56,8,Consumer
CA-2025-100792,2025-02-08,Furniture,Leather Executive Sofa,East,7675.35,656.54,7,Home Office
CA-2024-100237,2025-02-09,Technology,Dell XPS 13 Laptop,South,7301.79,1687.84,6,Home Office
CA-2025-100004,2025-02-09,Office Supplies,Desktop Stapler,North,115.13,22.53,5,Consumer
CA-2024-100564,2025-02-10,Technology,Apple iPad Air,South,3406.64,1042.48,5,Consumer
CA-2025-100835,2025-02-10,Office Supplies,Stainless Steel Scissors,West,36.41,8.71,5,Consumer
CA-2024-100485,2025-02-10,Furniture,Standing Desk,North,3562.15,76.4,8,Corporate
CA-2024-100226,2025-02-11,Technology,Anker USB-C Hub,East,92.61,26.4,2,Corporate
CA-2024-100631,2025-02-11,Office Supplies,Gel Pens (12-pack),West,70.25,19.04,6,Consumer
CA-2025-100223,2025-02-11,Technology,Netgear Wireless Router,East,151.79,29.39,4,Corporate
CA-2024-100587,2025-02-11,Office Supplies,Multi-color Sticky Notes (5-pack),South,19.12,11.495000000000001,2,Corporate
CA-2025-100559,2025-02-12,Furniture,Ergonomic Office Chair,South,282.96,13.77,1,Consumer
CA-2025-100582,2025-02-12,Furniture,Standing Desk,North,3164.87,72.24,7,Corporate
CA-2025-101085,2025-02-12,Technology,Logitech MX Master 3 Mouse,East,443.49,154.16,4,Corporate
CA-2025-100380,2025-02-15,Office Supplies,Heavy Duty 3-Ring Binder,East,98.19,17.82,7,Corporate
CA-2024-100510,2025-02-16,Technology,Netgear Wireless Router,South,155.56,35.4,1,Corporate
CA-2025-100938,2025-02-16,Furniture,Standing Desk,South,2014.44,45.9,4,Consumer
CA-2025-100766,2025-02-17,Technology,Dell XPS 13 Laptop,East,4871.8,1279.5,4,Corporate
CA-2025-100423,2025-02-18,Furniture,Leather Executive Sofa,South,2075.48,178.83,2,Corporate
CA-2025-100845,2025-02-19,Furniture,Solid Wood Coffee Table,North,458.52,37.67,2,Corporate
CA-2025-100674,2025-02-20,Office Supplies,Premium Printer Paper (Ream),North,70.09,9.78,4,Corporate
CA-2024-100722,2025-02-20,Technology,HP EliteBook Laptop,West,1832.37,423.82,2,Consumer
CA-2025-100783,2025-02-21,Furniture,Standing Desk,West,2911.18,64.25,6,Home Office
CA-2025-100658,2025-02-23,Office Supplies,Heavy Duty 3-Ring Binder,South,117.01,17.97,8,Corporate
CA-2024-101088,2025-02-24,Technology,Dell XPS 13 Laptop,North,7945.04,2247.67,7,Home Office
CA-2025-101168,2025-02-24,Technology,Netgear Wireless Router,West,995.16,183.38,7,Home Office
CA-2025-100763,2025-02-24,Furniture,Adjustable Side Table,North,268.19,-5.13,3,Home Office
CA-2025-101111,2025-02-24,Technology,HP EliteBook Laptop,West,7319.38,1660.66,7,Consumer
CA-2025-100300,2025-02-25,Technology,HP EliteBook Laptop,East,8119.4,1565.5,8,Consumer
CA-2024-100844,2025-02-26,Technology,HP EliteBook Laptop,North,5811.5,1452.25,6,Home Office
CA-2024-101198,2025-02-26,Technology,Apple iPad Air,West,2868.4,863.88,4,Home Office
CA-2024-100092,2025-02-26,Office Supplies,Gel Pens (12-pack),South,35.27,8.98,3,Home Office
CA-2024-100215,2025-02-27,Office Supplies,Multi-color Sticky Notes (5-pack),West,72.08,14.94,8,Home Office
CA-2024-100106,2025-02-27,Furniture,5-Shelf Bookshelf,West,1306.39,-62.27,8,Home Office
CA-2024-100024,2025-02-28,Furniture,5-Shelf Bookshelf,South,1211.07,-65.45,7,Consumer
CA-2025-100317,2025-03-01,Furniture,5-Shelf Bookshelf,South,332.28,-15.63,4,Corporate
CA-2025-100363,2025-03-01,Furniture,Adjustable Side Table,North,753.29,-16.08,8,Corporate
CA-2025-101094,2025-03-01,Furniture,Leather Executive Sofa,West,7463.55,815.57,7,Corporate
CA-2025-100590,2025-03-03,Technology,Apple iPad Air,North,1378.33,332.28,2,Consumer
CA-2024-100979,2025-03-03,Office Supplies,Gel Pens (12-pack),East,77.78,19.2,7,Corporate
CA-2024-100180,2025-03-04,Technology,Netgear Wireless Router,East,1163.87,211.81,8,Consumer
CA-2024-100710,2025-03-04,Furniture,Ergonomic Office Chair,South,547.02,25.4,2,Home Office
CA-2025-101042,2025-03-04,Office Supplies,Desktop Stapler,South,47.92,9.93,2,Consumer
CA-2025-100681,2025-03-05,Technology,HP EliteBook Laptop,South,5532.53,1323.55,6,Consumer
CA-2025-101052,2025-03-05,Office Supplies,Heavy Duty 3-Ring Binder,West,95.85,17.07,6,Home Office
CA-2024-100998,2025-03-07,Technology,Unknown Product,West,3490.16,751.46,3,Home Office
CA-2025-100532,2025-03-07,Furniture,Standing Desk,East,3016.75,63.29,6,Consumer
CA-2025-100518,2025-03-08,Furniture,Ergonomic Office Chair,North,2119.59,100.34,7,Corporate
CA-2025-100192,2025-03-08,Technology,Netgear Wireless Router,East,145.72,31.33,1,Consumer
CA-2024-100122,2025-03-09,Furniture,Ergonomic Office Chair,South,2075.72,112.84,7,Corporate
CA-2025-100435,2025-03-09,Furniture,5-Shelf Bookshelf,West,1371.81,-75.1,8,Corporate
CA-2025-100171,2025-03-09,Furniture,5-Shelf Bookshelf,North,1253.48,-53.41,7,Corporate
CA-2024-100306,2025-03-11,Office Supplies,Desktop Stapler,East,45.19,7.72,2,Corporate
CA-2024-100022,2025-03-11,Technology,HP EliteBook Laptop,South,1989.92,477.37,2,Home Office
CA-2025-100032,2025-03-11,Office Supplies,Multi-color Sticky Notes (5-pack),North,45.22,8.82,5,Corporate
CA-2024-100298,2025-03-12,Furniture,Adjustable Side Table,North,274.89,-6.26,3,Home Office
CA-2025-101066,2025-03-12,Office Supplies,Heavy Duty 3-Ring Binder,East,72.39,14.53,5,Consumer
CA-2025-100948,2025-03-12,Office Supplies,Heavy Duty 3-Ring Binder,North,59.83,11.41,4,Consumer
CA-2025-100936,2025-03-13,Technology,Netgear Wireless Router,East,154.59,30.54,1,Corporate
CA-2025-101175,2025-03-13,Furniture,Ergonomic Office Chair,South,1763.58,95.01,6,Consumer
CA-2025-100871,2025-03-14,Furniture,Adjustable Side Table,North,185.46,-3.27,2,Consumer
CA-2024-100798,2025-03-16,Furniture,Solid Wood Coffee Table,East,254.67,20.21,1,Home Office
CA-2024-100552,2025-03-16,Office Supplies,Premium Printer Paper (Ream),North,49.86,6.97,3,Corporate
CA-2024-100549,2025-03-17,Technology,Anker USB-C Hub,East,352.05,101.0,7,Home Office
CA-2025-100739,2025-03-18,Technology,Apple iPad Air,East,3394.96,1058.7,5,Corporate
CA-2025-100337,2025-03-19,Office Supplies,Multi-color Sticky Notes (5-pack),West,77.63,17.32,8,Corporate
CA-2024-100185,2025-03-19,Office Supplies,Stainless Steel Scissors,South,46.78,12.33,7,Home Office
CA-2025-100178,2025-03-20,Office Supplies,Gel Pens (12-pack),South,76.33,17.5,7,Consumer
CA-2025-101196,2025-03-20,Office Supplies,Premium Printer Paper (Ream),North,116.68,18.2,7,Home Office
CA-2024-101132,2025-03-20,Technology,Logitech MX Master 3 Mouse,West,242.03,82.9,2,Home Office
CA-2025-100846,2025-03-20,Technology,Dell XPS 13 Laptop,East,1127.06,307.64,1,Home Office
CA-2024-100990,2025-03-24,Office Supplies,Stainless Steel Scissors,South,60.5,16.32,8,Home Office
CA-2024-100961,2025-03-24,Furniture,Standing Desk,North,448.89,9.36,1,Consumer
CA-2025-100997,2025-03-24,Office Supplies,Stainless Steel Scissors,East,36.61,10.05,5,Consumer
CA-2024-100734,2025-03-24,Furniture,Leather Executive Sofa,East,2301.42,206.21,2,Home Office
CA-2024-100778,2025-03-25,Office Supplies,Stainless Steel Scissors,East,7.34,2.02,1,Home Office
CA-2024-100086,2025-03-26,Furniture,Leather Executive Sofa,West,6768.64,640.17,6,Home Office
CA-2025-101172,2025-03-26,Office Supplies,Heavy Duty 3-Ring Binder,West,125.46,23.77,8,Consumer
CA-2024-100130,2025-03-27,Office Supplies,Gel Pens (12-pack),East,62.76,13.49,5,Home Office
CA-2025-100483,2025-03-28,Office Supplies,Gel Pens (12-pack),South,81.71,21.16,7,Corporate
CA-2024-100609,2025-03-29,Office Supplies,Gel Pens (12-pack),South,59.18,13.36,5,Corporate
CA-2024-100045,2025-03-30,Technology,Anker USB-C Hub,East,231.88,68.12,5,Corporate
CA-2024-100271,2025-03-30,Office Supplies,Heavy Duty 3-Ring Binder,West,80.47,12.93,5,Corporate
CA-2025-100311,2025-03-30,Office Supplies,Stainless Steel Scissors,North,29.95,7.23,4,Consumer
CA-2024-100554,2025-03-31,Furniture,Leather Executive Sofa,East,2296.69,250.59,2,Corporate
CA-2025-100873,2025-04-01,Technology,Anker USB-C Hub,North,89.61,23.75,2,Home Office
CA-2024-100711,2025-04-01,Office Supplies,Multi-color Sticky Notes (5-pack),North,28.84,5.61,3,Consumer
CA-2025-100371,2025-04-01,Office Supplies,Gel Pens (12-pack),South,86.69,24.15,7,Corporate
CA-2024-100607,2025-04-02,Office Supplies,Multi-color Sticky Notes (5-pack),West,36.31,8.51,4,Home Office
CA-2024-100373,2025-04-04,Furniture,Solid Wood Coffee Table,South,928.09,69.45,4,Consumer
CA-2024-100744,2025-04-04,Technology,HP EliteBook Laptop,North,4182.67,902.34,4,Home Office
CA-2025-101021,2025-04-04,Office Supplies,Stainless Steel Scissors,East,44.63,9.86,6,Home Office
CA-2025-101102,2025-04-05,Technology,Apple iPad Air,West,5424.08,1458.54,8,Home Office
CA-2024-100066,2025-04-05,Office Supplies,Stainless Steel Scissors,North,22.93,5.42,3,Corporate
CA-2024-100876,2025-04-06,Furniture,Leather Executive Sofa,West,3205.98,275.46,3,Corporate
CA-2025-101018,2025-04-06,Furniture,Standing Desk,North,491.55,9.82,1,Consumer
CA-2025-101174,2025-04-06,Office Supplies,Desktop Stapler,East,118.44,24.59,5,Consumer
CA-2024-100055,2025-04-07,Office Supplies,Gel Pens (12-pack),East,59.03,16.81,5,Home Office
CA-2025-100774,2025-04-08,Technology,Netgear Wireless Router,West,1194.06,221.63,8,Corporate
CA-2025-100743,2025-04-08,Furniture,Solid Wood Coffee Table,North,1748.14,128.74,7,Home Office
CA-2024-100393,2025-04-09,Furniture,Leather Executive Sofa,East,1063.73,100.89,1,Home Office
CA-2024-100928,2025-04-09,Furniture,Standing Desk,North,2259.99,40.08,5,Home Office
CA-2025-101031,2025-04-09,Technology,Netgear Wireless Router,East,290.8,51.51,2,Home Office
CA-2025-100057,2025-04-09,Furniture,Leather Executive Sofa,North,5250.26,470.31,5,Corporate
CA-2024-100495,2025-04-09,Office Supplies,Stainless Steel Scissors,West,33.91,8.97,5,Home Office
CA-2025-100374,2025-04-10,Technology,HP EliteBook Laptop,South,7527.47,1644.25,7,Consumer
CA-2024-100039,2025-04-10,Technology,Logitech MX Master 3 Mouse,North,122.1,43.28,1,Corporate
CA-2024-100261,2025-04-10,Technology,Logitech MX Master 3 Mouse,West,223.49,77.03,2,Home Office
CA-2024-100307,2025-04-10,Furniture,Standing Desk,West,503.9,8.78,1,Home Office
CA-2025-101028,2025-04-12,Furniture,Ergonomic Office Chair,West,641.39,28.31,2,Home Office
CA-2025-100183,2025-04-12,Furniture,Leather Executive Sofa,South,3319.15,287.97,3,Consumer
CA-2024-100613,2025-04-12,Furniture,Ergonomic Office Chair,West,1569.11,67.24,5,Home Office
CA-2024-100912,2025-04-13,Furniture,5-Shelf Bookshelf,West,1519.96,-80.44,8,Home Office
CA-2025-100013,2025-04-13,Furniture,Ergonomic Office Chair,South,599.73,30.04,2,Home Office
CA-2025-100220,2025-04-14,Office Supplies,Desktop Stapler,East,44.45,9.66,2,Consumer
CA-2024-100314,2025-04-14,Furniture,Standing Desk,North,4058.48,92.6,8,Home Office
CA-2025-100525,2025-04-14,Furniture,Ergonomic Office Chair,North,1904.27,95.93,6,Home Office
CA-2025-101171,2025-04-16,Office Supplies,Multi-color Sticky Notes (5-pack),West,70.35,15.42,8,Corporate
CA-2025-100777,2025-04-16,Technology,Anker USB-C Hub,North,49.83,15.81,1,Consumer
CA-2025-100921,2025-04-16,Technology,Apple iPad Air,South,4902.23,1191.62,7,Consumer
CA-2024-100874,2025-04-17,Office Supplies,Premium Printer Paper (Ream),North,84.16,13.27,5,Home Office
CA-2024-100151,2025-04-17,Technology,HP EliteBook Laptop,South,995.82,214.26,1,Corporate
CA-2024-100503,2025-04-17,Furniture,Standing Desk,East,2931.84,51.06,6,Home Office
CA-2025-100944,2025-04-18,Office Supplies,Multi-color Sticky Notes (5-pack),South,72.87,14.42,8,Home Office
CA-2025-100269,2025-04-18,Furniture,Adjustable Side Table,North,578.29,-9.9,6,Home Office
CA-2025-100666,2025-04-19,Office Supplies,Desktop Stapler,North,170.15,35.58,8,Corporate
CA-2025-100598,2025-04-20,Office Supplies,Gel Pens (12-pack),South,82.38,21.44,7,Home Office
CA-2024-100301,2025-04-20,Office Supplies,Stainless Steel Scissors,North,22.11,6.05,3,Consumer
CA-2024-101007,2025-04-20,Office Supplies,Heavy Duty 3-Ring Binder,West,16.14,2.58,1,Home Office
CA-2025-100492,2025-04-20,Furniture,Adjustable Side Table,East,1363.255,-9.64,5,Consumer
CA-2024-100275,2025-04-21,Office Supplies,Gel Pens (12-pack),South,95.1,26.97,8,Corporate
CA-2025-100030,2025-04-21,Furniture,Adjustable Side Table,North,507.39,-9.37,5,Consumer
CA-2024-100327,2025-04-22,Technology,Netgear Wireless Router,South,145.08,28.96,1,Home Office
CA-2024-100037,2025-04-24,Office Supplies,Premium Printer Paper (Ream),North,133.89,17.31,8,Home Office
CA-2025-100358,2025-04-24,Furniture,Ergonomic Office Chair,North,1577.75,79.43,5,Consumer
CA-2024-100660,2025-04-25,Furniture,Ergonomic Office Chair,West,623.75,34.05,2,Corporate
CA-2024-101122,2025-04-27,Office Supplies,Heavy Duty 3-Ring Binder,North,66.84,10.83,4,Corporate
CA-2024-100297,2025-04-27,Office Supplies,Heavy Duty 3-Ring Binder,West,16.57,3.27,1,Consumer
CA-2025-100041,2025-04-28,Technology,Apple iPad Air,West,2282.9,596.3,3,Consumer
CA-2025-100364,2025-04-29,Technology,Apple iPad Air,North,680.35,203.43,1,Home Office
CA-2024-101024,2025-04-30,Technology,Apple iPad Air,North,2271.0,685.4,3,Corporate
CA-2025-101097,2025-05-01,Office Supplies,Stainless Steel Scissors,East,57.57,13.85,8,Consumer
CA-2024-100328,2025-05-02,Office Supplies,Premium Printer Paper (Ream),East,35.38,5.34,2,Corporate
CA-2025-100357,2025-05-02,Furniture,Solid Wood Coffee Table,South,712.45,55.73,3,Corporate
CA-2024-100943,2025-05-03,Technology,HP EliteBook Laptop,North,950.43,232.11,1,Corporate
CA-2025-100232,2025-05-03,Furniture,Ergonomic Office Chair,North,1711.02,95.36,6,Consumer
CA-2024-100759,2025-05-03,Technology,Apple iPad Air,South,2192.36,625.13,3,Consumer
CA-2025-100765,2025-05-03,Furniture,5-Shelf Bookshelf,South,188.17,-9.82,1,Corporate
CA-2024-100713,2025-05-04,Office Supplies,Heavy Duty 3-Ring Binder,West,100.16,19.8,6,Home Office
CA-2025-100664,2025-05-05,Technology,Apple iPad Air,North,2322.64,628.58,3,Consumer
CA-2024-100450,2025-05-06,Furniture,Solid Wood Coffee Table,East,1024.58,88.01,4,Consumer
CA-2025-100993,2025-05-06,Furniture,5-Shelf Bookshelf,North,753.29,-34.72,4,Corporate
CA-2024-101060,2025-05-07,Office Supplies,Stainless Steel Scissors,West,38.76,9.39,5,Corporate
CA-2025-100394,2025-05-07,Office Supplies,Multi-color Sticky Notes (5-pack),West,9.03,2.04,1,Consumer
CA-2024-101170,2025-05-07,Technology,Netgear Wireless Router,West,597.48,134.03,4,Home Office
CA-2024-100124,2025-05-09,Technology,Logitech MX Master 3 Mouse,East,700.01,241.72,6,Home Office
CA-2025-100047,2025-05-09,Technology,HP EliteBook Laptop,North,4721.68,1141.62,5,Corporate
CA-2025-100452,2025-05-09,Furniture,5-Shelf Bookshelf,East,1205.98,-56.77,7,Home Office
CA-2024-100266,2025-05-10,Office Supplies,Stainless Steel Scissors,North,36.19,9.98,5,Home Office
CA-2025-100322,2025-05-11,Furniture,5-Shelf Bookshelf,East,760.57,-41.4,4,Consumer
CA-2024-100853,2025-05-11,Furniture,Solid Wood Coffee Table,West,1599.81,137.08,7,Consumer
CA-2025-100429,2025-05-12,Furniture,5-Shelf Bookshelf,South,1170.35,-64.08,6,Corporate
CA-2024-101188,2025-05-12,Office Supplies,Heavy Duty 3-Ring Binder,South,111.79,19.04,5,Consumer
CA-2025-100198,2025-05-13,Technology,Logitech MX Master 3 Mouse,North,388.63,147.17,3,Consumer
CA-2024-100437,2025-05-14,Office Supplies,Desktop Stapler,West,135.6,26.9,6,Home Office
CA-2025-100996,2025-05-15,Furniture,Solid Wood Coffee Table,South,242.21,20.17,1,Consumer
CA-2025-101003,2025-05-17,Furniture,Adjustable Side Table,North,203.56,-3.52,2,Consumer
CA-2024-100937,2025-05-18,Technology,HP EliteBook Laptop,East,4360.72,976.13,4,Home Office
CA-2024-100809,2025-05-18,Office Supplies,Multi-color Sticky Notes (5-pack),East,63.95,14.26,7,Consumer
CA-2025-100119,2025-05-19,Technology,Dell XPS 13 Laptop,South,10093.64,2418.28,4,Corporate
CA-2024-100967,2025-05-20,Technology,HP EliteBook Laptop,West,4926.5,1102.54,5,Corporate
CA-2024-100816,2025-05-20,Office Supplies,Heavy Duty 3-Ring Binder,North,112.32,21.32,7,Home Office
CA-2025-101155,2025-05-20,Furniture,Ergonomic Office Chair,North,278.05,13.43,1,Corporate
CA-2024-101090,2025-05-21,Office Supplies,Multi-color Sticky Notes (5-pack),West,26.83,5.32,3,Corporate
CA-2024-100139,2025-05-21,Furniture,Ergonomic Office Chair,South,325.5,18.39,1,Home Office
CA-2025-100719,2025-05-21,Furniture,Solid Wood Coffee Table,North,930.08,85.16,4,Home Office
CA-2025-101072,2025-05-22,Furniture,Leather Executive Sofa,West,2197.65,242.34,2,Home Office
CA-2024-100354,2025-05-25,Office Supplies,Heavy Duty 3-Ring Binder,East,30.89,5.71,2,Home Office
CA-2024-100175,2025-05-27,Technology,Anker USB-C Hub,North,156.65,44.78,3,Consumer
CA-2024-100209,2025-05-28,Technology,Apple iPad Air,West,3464.74,879.0,5,Home Office
CA-2024-101091,2025-05-28,Furniture,Solid Wood Coffee Table,South,1539.89,133.27,6,Consumer
CA-2025-100611,2025-05-28,Furniture,5-Shelf Bookshelf,South,734.7,-32.93,4,Home Office
CA-2025-100880,2025-05-29,Office Supplies,Stainless Steel Scissors,South,54.75,13.25,7,Home Office
CA-2024-100409,2025-05-29,Office Supplies,Stainless Steel Scissors,North,53.99,12.57,8,Consumer
CA-2024-100494,2025-05-31,Technology,Anker USB-C Hub,South,155.85,42.6,3,Corporate
CA-2025-100642,2025-06-02,Office Supplies,Stainless Steel Scissors,North,59.59,12.48,7,Home Office
CA-2025-100733,2025-06-02,Technology,Dell XPS 13 Laptop,West,6482.88,1625.34,5,Home Office
CA-2024-100006,2025-06-03,Technology,Anker USB-C Hub,West,56.68,16.95,1,Corporate
CA-2025-100965,2025-06-03,Office Supplies,Stainless Steel Scissors,West,33.17,8.6,4,Consumer
CA-2024-100216,2025-06-04,Furniture,5-Shelf Bookshelf,East,219.54,-12.04,1,Corporate
CA-2024-100656,2025-06-04,Furniture,Unknown Product,West,461.76,-8.05,4,Corporate
CA-2024-101023,2025-06-05,Furniture,Ergonomic Office Chair,South,366.03,16.95,1,Consumer
CA-2024-100617,2025-06-08,Furniture,Ergonomic Office Chair,South,2697.97,128.17,8,Home Office
